Fecha,Producto,Categoría,Cantidad,Precio,Ciudad
16/04/2026,Laptop C,Computadoras,8,4100.00,Moquegua
03/07/2026,Impresora Multifunción,Impresoras,1,1150.00,Trujillo
04/07/2026,Teclado K1,Accesorios,17,108.00,Juliaca
29/06/2026,Mouse Gamer,Accesorios,17,180.00,Tacna
15/02/2026,Teclado K1,Accesorios,17,132.00,Lima
09/02/2026,Cable UTP,Redes,3,22.50,Tacna
12/08/2026,USB 128GB,Almacenamiento,5,75.00,Lima
25/01/2026,Disco SSD 2TB,Almacenamiento,20,759.00,Trujillo
07/02/2026,Monitor 27,Computadoras,1,1250.00,Puno
16/06/2026,Cable UTP,Redes,18,22.50,Trujillo
15/07/2026,Laptop C,Computadoras,3,4100.00,Tacna
17/08/2026,USB 64GB,Almacenamiento,7,45.00,Arequipa
01/07/2026,Laptop C,Computadoras,2,4510.00,Tacna
09/03/2026,Monitor 24,Computadoras,3,765.00,Arequipa
14/07/2026,Audífonos Pro,Accesorios,12,250.00,Cusco
02/04/2026,USB 64GB,Almacenamiento,3,47.25,Trujillo
20/08/2026,Laptop B,Computadoras,7,3200.00,Cusco
21/07/2026,Laptop C,Computadoras,12,4100.00,Moquegua
09/01/2026,Laptop B,Computadoras,17,3360.00,Arequipa
03/06/2026,USB 64GB,Almacenamiento,9,40.50,Trujillo
25/01/2026,USB 128GB,Almacenamiento,17,82.50,Moquegua
15/01/2026,Teclado K1,Accesorios,6,108.00,Tacna
29/05/2026,Laptop B,Computadoras,19,3360.00,Puno
23/04/2026,Mouse Gamer,Accesorios,17,180.00,Lima
02/01/2026,Mouse Gamer,Accesorios,11,162.00,Trujillo
19/04/2026,Impresora A,Impresoras,18,780.00,Lima
28/06/2026,PC Gamer X,Computadoras,15,5720.00,Juliaca
05/03/2026,PC Gamer X,Computadoras,9,5200.00,Lima
03/04/2026,Audífonos Pro,Accesorios,3,250.00,Puno
25/07/2026,Monitor 24,Computadoras,5,850.00,Lima
15/05/2026,Laptop C,Computadoras,4,4305.00,Lima
05/05/2026,Impresora A,Impresoras,14,702.00,Arequipa
08/01/2026,Disco SSD 1TB,Almacenamiento,9,399.00,Puno
23/03/2026,Laptop B,Computadoras,12,3200.00,Juliaca
02/04/2026,Laptop C,Computadoras,16,4100.00,Tacna
14/08/2026,USB 128GB,Almacenamiento,8,75.00,Trujillo
17/02/2026,USB 128GB,Almacenamiento,7,75.00,Tacna
28/06/2026,Impresora Multifunción,Impresoras,14,1092.50,Arequipa
29/03/2026,Laptop C,Computadoras,18,4100.00,Trujillo
05/05/2026,Cable UTP,Redes,18,27.50,Lima
06/02/2026,Disco SSD 1TB,Almacenamiento,19,361.00,Juliaca
02/04/2026,Mouse X,Accesorios,19,52.50,Juliaca
17/07/2026,Mouse X,Accesorios,14,50.00,Juliaca
22/05/2026,USB 64GB,Almacenamiento,3,45.00,Lima
27/02/2026,Monitor 27,Computadoras,18,1250.00,Puno
14/05/2026,Audífonos Pro,Accesorios,3,262.50,Trujillo
25/07/2026,Disco SSD 2TB,Almacenamiento,19,724.50,Puno
08/08/2026,Monitor 24,Computadoras,17,765.00,Trujillo
07/02/2026,Impresora Multifunción,Impresoras,4,1150.00,Juliaca
16/02/2026,Router WiFi,Redes,9,230.00,Cusco
05/07/2026,Laptop C,Computadoras,8,4305.00,Tacna
09/06/2026,Laptop A,Computadoras,17,2500.00,Lima
27/05/2026,Webcam HD,Accesorios,2,190.00,Trujillo
09/03/2026,Laptop B,Computadoras,3,3040.00,Juliaca
07/04/2026,Impresora A,Impresoras,9,741.00,Moquegua
20/06/2026,USB 128GB,Almacenamiento,1,71.25,Trujillo
13/07/2026,Impresora A,Impresoras,6,819.00,Lima
14/07/2026,Mouse X,Accesorios,20,47.50,Lima
04/06/2026,PC Gamer X,Computadoras,18,5720.00,Cusco
29/03/2026,Laptop A,Computadoras,8,2500.00,Trujillo
23/04/2026,Impresora A,Impresoras,9,780.00,Juliaca
13/04/2026,Disco SSD 1TB,Almacenamiento,19,361.00,Tacna
16/03/2026,Webcam HD,Accesorios,6,190.00,Arequipa
13/03/2026,Webcam HD,Accesorios,5,171.00,Tacna
17/03/2026,Teclado K1,Accesorios,11,126.00,Arequipa
08/08/2026,Monitor 24,Computadoras,9,892.50,Lima
03/05/2026,Laptop C,Computadoras,1,4100.00,Puno
01/03/2026,Mouse X,Accesorios,10,50.00,Lima
16/04/2026,Switch 8P,Redes,4,310.00,Juliaca
22/03/2026,Laptop C,Computadoras,2,3690.00,Juliaca
05/08/2026,Laptop B,Computadoras,8,3360.00,Tacna
21/04/2026,USB 64GB,Almacenamiento,4,49.50,Tacna
21/07/2026,Audífonos Pro,Accesorios,4,225.00,Cusco
19/06/2026,Impresora A,Impresoras,10,702.00,Moquegua
01/03/2026,Router WiFi,Redes,2,207.00,Cusco
27/06/2026,USB 128GB,Almacenamiento,9,75.00,Lima
19/05/2026,Switch 8P,Redes,12,325.50,Trujillo
21/05/2026,Laptop C,Computadoras,13,4100.00,Juliaca
25/02/2026,Webcam HD,Accesorios,11,180.50,Moquegua
21/01/2026,Teclado K1,Accesorios,6,120.00,Trujillo
25/03/2026,Laptop B,Computadoras,16,3200.00,Puno
01/07/2026,Laptop A,Computadoras,1,2375.00,Puno
04/05/2026,USB 64GB,Almacenamiento,2,45.00,Puno
24/06/2026,Disco SSD 1TB,Almacenamiento,11,380.00,Arequipa
06/07/2026,Switch 8P,Redes,4,310.00,Trujillo
13/06/2026,Impresora A,Impresoras,2,780.00,Lima
31/03/2026,USB 128GB,Almacenamiento,14,78.75,Puno
01/08/2026,Laptop B,Computadoras,2,3200.00,Lima
07/07/2026,Monitor 27,Computadoras,13,1125.00,Arequipa
16/05/2026,Monitor 27,Computadoras,16,1250.00,Moquegua
04/05/2026,Impresora Multifunción,Impresoras,4,1207.50,Arequipa
10/07/2026,Mouse Gamer,Accesorios,1,162.00,Lima
11/04/2026,Disco SSD 2TB,Almacenamiento,15,621.00,Juliaca
27/02/2026,Webcam HD,Accesorios,1,209.00,Trujillo
14/01/2026,Laptop A,Computadoras,8,2375.00,Tacna
28/04/2026,Router WiFi,Redes,6,230.00,Puno
25/07/2026,Webcam HD,Accesorios,10,209.00,Arequipa
10/04/2026,Laptop B,Computadoras,18,3200.00,Cusco
30/01/2026,Switch 8P,Redes,12,279.00,Lima
07/07/2026,Impresora Multifunción,Impresoras,10,1035.00,Tacna
08/06/2026,USB 128GB,Almacenamiento,18,67.50,Cusco
16/04/2026,Mouse Gamer,Accesorios,15,171.00,Puno
31/03/2026,Monitor 24,Computadoras,18,807.50,Juliaca
02/04/2026,Laptop A,Computadoras,14,2500.00,Trujillo
01/02/2026,Impresora A,Impresoras,8,858.00,Lima
06/05/2026,Router WiFi,Redes,9,218.50,Juliaca
27/04/2026,Disco SSD 2TB,Almacenamiento,1,690.00,Tacna
02/04/2026,USB 128GB,Almacenamiento,1,75.00,Lima
18/04/2026,Laptop C,Computadoras,18,3690.00,Tacna
19/06/2026,Router WiFi,Redes,1,230.00,Trujillo
20/05/2026,Laptop C,Computadoras,8,3690.00,Lima
30/03/2026,Webcam HD,Accesorios,10,190.00,Moquegua
12/05/2026,Webcam HD,Accesorios,12,190.00,Cusco
13/06/2026,Mouse Gamer,Accesorios,18,198.00,Juliaca
22/04/2026,USB 64GB,Almacenamiento,19,42.75,Juliaca
21/01/2026,Monitor 27,Computadoras,12,1312.50,Moquegua
21/02/2026,Disco SSD 1TB,Almacenamiento,1,361.00,Trujillo
27/07/2026,Impresora A,Impresoras,12,780.00,Tacna
10/04/2026,Disco SSD 2TB,Almacenamiento,2,621.00,Tacna
01/07/2026,Monitor 27,Computadoras,18,1250.00,Lima
27/06/2026,Disco SSD 1TB,Almacenamiento,20,361.00,Trujillo
13/01/2026,Impresora Multifunción,Impresoras,11,1265.00,Lima
10/08/2026,Impresora Multifunción,Impresoras,5,1092.50,Arequipa
24/03/2026,Laptop A,Computadoras,10,2375.00,Puno
22/01/2026,Mouse Gamer,Accesorios,15,162.00,Moquegua
28/04/2026,Teclado K1,Accesorios,10,120.00,Tacna
14/07/2026,Disco SSD 2TB,Almacenamiento,18,724.50,Juliaca
04/07/2026,Audífonos Pro,Accesorios,19,250.00,Puno
05/06/2026,Monitor 27,Computadoras,10,1250.00,Puno
22/07/2026,Audífonos Pro,Accesorios,13,250.00,Lima
18/08/2026,Router WiFi,Redes,12,230.00,Trujillo
22/01/2026,Router WiFi,Redes,17,241.50,Moquegua
28/05/2026,Monitor 24,Computadoras,4,850.00,Cusco
02/08/2026,Impresora Multifunción,Impresoras,11,1150.00,Arequipa
05/02/2026,PC Gamer X,Computadoras,20,5460.00,Lima
06/05/2026,USB 64GB,Almacenamiento,18,45.00,Trujillo
09/01/2026,Teclado K1,Accesorios,11,120.00,Trujillo
21/04/2026,Audífonos Pro,Accesorios,19,250.00,Trujillo
10/07/2026,USB 128GB,Almacenamiento,3,78.75,Puno
15/07/2026,Monitor 27,Computadoras,19,1312.50,Juliaca
12/02/2026,Monitor 24,Computadoras,20,765.00,Tacna
18/07/2026,Cable UTP,Redes,7,26.25,Puno
11/02/2026,Impresora A,Impresoras,1,780.00,Moquegua
07/07/2026,Switch 8P,Redes,9,294.50,Cusco
06/04/2026,Impresora Multifunción,Impresoras,11,1092.50,Lima
06/03/2026,Monitor 24,Computadoras,7,850.00,Juliaca
12/06/2026,Switch 8P,Redes,11,341.00,Juliaca
26/06/2026,Monitor 27,Computadoras,2,1250.00,Cusco
14/06/2026,Webcam HD,Accesorios,19,190.00,Juliaca
19/04/2026,Laptop A,Computadoras,4,2500.00,Puno
11/03/2026,Disco SSD 2TB,Almacenamiento,18,690.00,Lima
13/02/2026,Mouse X,Accesorios,2,55.00,Trujillo
26/06/2026,Disco SSD 1TB,Almacenamiento,2,380.00,Trujillo
01/04/2026,Cable UTP,Redes,18,23.75,Puno
16/08/2026,Laptop B,Computadoras,15,3040.00,Trujillo
27/07/2026,Teclado K1,Accesorios,10,120.00,Moquegua
01/01/2026,Laptop C,Computadoras,12,4100.00,Trujillo
29/04/2026,USB 64GB,Almacenamiento,2,49.50,Moquegua
14/07/2026,Audífonos Pro,Accesorios,18,225.00,Moquegua
06/07/2026,Disco SSD 2TB,Almacenamiento,17,655.50,Moquegua
31/07/2026,Laptop A,Computadoras,19,2375.00,Juliaca
07/05/2026,USB 64GB,Almacenamiento,15,45.00,Trujillo
02/05/2026,Impresora Multifunción,Impresoras,17,1265.00,Trujillo
07/06/2026,Laptop B,Computadoras,4,3040.00,Moquegua
16/03/2026,Switch 8P,Redes,17,310.00,Moquegua
21/05/2026,Laptop B,Computadoras,1,3200.00,Trujillo
06/03/2026,Switch 8P,Redes,10,310.00,Arequipa
29/07/2026,Disco SSD 2TB,Almacenamiento,12,690.00,Tacna
19/07/2026,Laptop B,Computadoras,3,2880.00,Moquegua
07/04/2026,Laptop A,Computadoras,14,2375.00,Juliaca
11/02/2026,Audífonos Pro,Accesorios,14,225.00,Arequipa
18/05/2026,Laptop B,Computadoras,5,3200.00,Juliaca
12/02/2026,Router WiFi,Redes,16,230.00,Moquegua
21/07/2026,Webcam HD,Accesorios,18,190.00,Lima
17/05/2026,Disco SSD 1TB,Almacenamiento,14,380.00,Moquegua
23/04/2026,Impresora A,Impresoras,10,780.00,Cusco
11/08/2026,Router WiFi,Redes,3,230.00,Cusco
09/05/2026,Cable UTP,Redes,6,25.00,Arequipa
04/04/2026,Disco SSD 1TB,Almacenamiento,1,399.00,Cusco
18/05/2026,Router WiFi,Redes,14,253.00,Puno
04/05/2026,USB 64GB,Almacenamiento,1,47.25,Tacna
31/07/2026,Router WiFi,Redes,17,207.00,Juliaca
04/07/2026,Router WiFi,Redes,2,230.00,Juliaca
03/01/2026,USB 128GB,Almacenamiento,6,67.50,Moquegua
05/01/2026,Switch 8P,Redes,15,294.50,Cusco
26/03/2026,Webcam HD,Accesorios,19,199.50,Moquegua
16/04/2026,Impresora A,Impresoras,11,780.00,Puno
24/02/2026,PC Gamer X,Computadoras,13,5200.00,Tacna
15/02/2026,USB 64GB,Almacenamiento,18,45.00,Arequipa
31/01/2026,Teclado K1,Accesorios,5,120.00,Lima
30/04/2026,Laptop A,Computadoras,14,2500.00,Trujillo
16/05/2026,Disco SSD 2TB,Almacenamiento,16,724.50,Tacna
04/07/2026,Teclado K1,Accesorios,17,108.00,Juliaca
02/07/2026,Teclado K1,Accesorios,3,120.00,Juliaca
16/04/2026,Mouse X,Accesorios,20,50.00,Puno
23/04/2026,Laptop A,Computadoras,4,2500.00,Moquegua
09/05/2026,Impresora Multifunción,Impresoras,13,1150.00,Moquegua
22/01/2026,Mouse Gamer,Accesorios,1,189.00,Arequipa
11/02/2026,Disco SSD 2TB,Almacenamiento,3,724.50,Juliaca
05/06/2026,Monitor 27,Computadoras,16,1250.00,Juliaca
09/07/2026,PC Gamer X,Computadoras,8,5200.00,Cusco
25/07/2026,Disco SSD 1TB,Almacenamiento,2,380.00,Lima
31/01/2026,Impresora Multifunción,Impresoras,2,1207.50,Cusco
02/04/2026,PC Gamer X,Computadoras,7,5720.00,Lima
10/05/2026,Mouse X,Accesorios,20,55.00,Arequipa
15/01/2026,Impresora Multifunción,Impresoras,18,1207.50,Arequipa
20/06/2026,Impresora Multifunción,Impresoras,14,1150.00,Puno
02/05/2026,Mouse X,Accesorios,14,50.00,Trujillo
21/06/2026,Disco SSD 2TB,Almacenamiento,8,655.50,Cusco
01/03/2026,Monitor 27,Computadoras,13,1187.50,Moquegua
19/04/2026,Disco SSD 1TB,Almacenamiento,19,342.00,Cusco
02/08/2026,Laptop C,Computadoras,5,4305.00,Trujillo
21/04/2026,Monitor 24,Computadoras,2,892.50,Lima
13/02/2026,Impresora A,Impresoras,16,780.00,Puno
17/04/2026,Monitor 24,Computadoras,14,935.00,Lima
03/04/2026,Router WiFi,Redes,18,230.00,Puno
31/05/2026,Monitor 27,Computadoras,11,1187.50,Puno
10/05/2026,Impresora Multifunción,Impresoras,15,1150.00,Puno
12/08/2026,Monitor 27,Computadoras,17,1125.00,Moquegua
18/06/2026,Mouse Gamer,Accesorios,9,189.00,Arequipa
16/05/2026,Mouse Gamer,Accesorios,3,162.00,Trujillo
09/01/2026,Impresora A,Impresoras,5,780.00,Moquegua
30/07/2026,Disco SSD 1TB,Almacenamiento,9,380.00,Lima
08/03/2026,Mouse Gamer,Accesorios,3,189.00,Puno
21/05/2026,Mouse X,Accesorios,17,50.00,Moquegua
08/08/2026,PC Gamer X,Computadoras,17,5200.00,Cusco
30/06/2026,Teclado K1,Accesorios,16,114.00,Arequipa
16/05/2026,Switch 8P,Redes,12,325.50,Cusco
09/01/2026,Laptop A,Computadoras,14,2750.00,Lima
16/03/2026,Switch 8P,Redes,17,325.50,Trujillo
13/07/2026,USB 128GB,Almacenamiento,18,78.75,Moquegua
24/06/2026,PC Gamer X,Computadoras,4,5200.00,Puno
06/07/2026,PC Gamer X,Computadoras,8,4940.00,Tacna
03/08/2026,USB 64GB,Almacenamiento,3,45.00,Trujillo
07/05/2026,Disco SSD 1TB,Almacenamiento,2,418.00,Cusco
24/07/2026,Monitor 27,Computadoras,16,1312.50,Cusco
29/05/2026,Mouse X,Accesorios,17,52.50,Trujillo
06/05/2026,Mouse Gamer,Accesorios,2,162.00,Lima
14/05/2026,Laptop C,Computadoras,5,4510.00,Tacna
24/05/2026,Monitor 27,Computadoras,1,1125.00,Cusco
08/05/2026,Laptop A,Computadoras,3,2750.00,Juliaca
09/06/2026,Mouse Gamer,Accesorios,14,180.00,Tacna
09/01/2026,USB 128GB,Almacenamiento,1,67.50,Lima
12/07/2026,Switch 8P,Redes,10,310.00,Cusco
19/06/2026,USB 128GB,Almacenamiento,4,75.00,Lima
28/03/2026,USB 128GB,Almacenamiento,1,67.50,Puno
17/05/2026,Laptop C,Computadoras,7,4510.00,Trujillo
13/05/2026,Disco SSD 1TB,Almacenamiento,16,380.00,Arequipa
10/02/2026,Laptop B,Computadoras,16,2880.00,Lima
04/05/2026,Monitor 24,Computadoras,2,765.00,Trujillo
16/01/2026,PC Gamer X,Computadoras,4,5460.00,Arequipa
25/07/2026,Impresora A,Impresoras,5,702.00,Lima
05/04/2026,Disco SSD 1TB,Almacenamiento,3,380.00,Puno
04/04/2026,USB 64GB,Almacenamiento,14,45.00,Tacna
04/02/2026,Cable UTP,Redes,16,26.25,Puno
30/03/2026,Disco SSD 2TB,Almacenamiento,15,724.50,Lima
19/06/2026,Router WiFi,Redes,10,230.00,Puno
10/04/2026,Mouse X,Accesorios,5,50.00,Juliaca
20/07/2026,USB 128GB,Almacenamiento,10,82.50,Cusco
18/07/2026,Laptop C,Computadoras,11,3690.00,Cusco
09/08/2026,Disco SSD 1TB,Almacenamiento,16,380.00,Lima
02/01/2026,Teclado K1,Accesorios,5,108.00,Tacna
27/04/2026,Webcam HD,Accesorios,2,199.50,Trujillo
17/02/2026,Impresora A,Impresoras,17,819.00,Puno
05/05/2026,Cable UTP,Redes,14,25.00,Tacna
18/01/2026,Teclado K1,Accesorios,10,132.00,Lima
05/02/2026,Laptop A,Computadoras,13,2250.00,Juliaca
03/05/2026,Laptop A,Computadoras,15,2500.00,Lima
07/03/2026,Switch 8P,Redes,8,279.00,Tacna
30/01/2026,Monitor 24,Computadoras,12,850.00,Puno
01/02/2026,Mouse X,Accesorios,19,52.50,Trujillo
09/02/2026,Disco SSD 1TB,Almacenamiento,13,418.00,Cusco
16/06/2026,PC Gamer X,Computadoras,12,5200.00,Moquegua
26/07/2026,Router WiFi,Redes,13,230.00,Arequipa
15/01/2026,USB 128GB,Almacenamiento,19,75.00,Trujillo
23/07/2026,Mouse X,Accesorios,5,50.00,Tacna
25/03/2026,Audífonos Pro,Accesorios,12,250.00,Trujillo
02/03/2026,USB 64GB,Almacenamiento,4,45.00,Juliaca
04/05/2026,Switch 8P,Redes,1,310.00,Tacna
29/01/2026,Disco SSD 1TB,Almacenamiento,11,342.00,Cusco
29/07/2026,Disco SSD 2TB,Almacenamiento,1,690.00,Lima
25/04/2026,Mouse Gamer,Accesorios,5,180.00,Lima
25/02/2026,USB 128GB,Almacenamiento,15,75.00,Moquegua
11/04/2026,Disco SSD 1TB,Almacenamiento,2,380.00,Arequipa
13/02/2026,PC Gamer X,Computadoras,13,5200.00,Trujillo
18/07/2026,PC Gamer X,Computadoras,12,5200.00,Lima
10/01/2026,Monitor 27,Computadoras,8,1250.00,Cusco
17/07/2026,Monitor 24,Computadoras,15,765.00,Cusco
15/04/2026,Router WiFi,Redes,5,218.50,Cusco
17/08/2026,Mouse X,Accesorios,7,47.50,Trujillo
07/01/2026,Impresora A,Impresoras,3,780.00,Moquegua
23/03/2026,Mouse X,Accesorios,3,50.00,Arequipa
05/04/2026,Webcam HD,Accesorios,18,209.00,Moquegua
29/06/2026,Impresora Multifunción,Impresoras,18,1207.50,Juliaca
02/05/2026,USB 128GB,Almacenamiento,10,75.00,Tacna
03/02/2026,Audífonos Pro,Accesorios,16,250.00,Juliaca
17/08/2026,Disco SSD 2TB,Almacenamiento,15,655.50,Arequipa
18/06/2026,Mouse Gamer,Accesorios,5,189.00,Moquegua
29/05/2026,Disco SSD 1TB,Almacenamiento,20,342.00,Tacna
05/03/2026,Disco SSD 2TB,Almacenamiento,10,759.00,Arequipa
28/07/2026,Laptop C,Computadoras,1,4100.00,Trujillo
13/01/2026,Mouse Gamer,Accesorios,7,180.00,Moquegua
03/08/2026,Disco SSD 2TB,Almacenamiento,13,621.00,Lima
01/05/2026,Audífonos Pro,Accesorios,9,225.00,Puno
29/03/2026,Impresora Multifunción,Impresoras,19,1035.00,Trujillo
25/07/2026,Monitor 27,Computadoras,15,1250.00,Lima
26/04/2026,Audífonos Pro,Accesorios,2,250.00,Lima
14/06/2026,PC Gamer X,Computadoras,7,5200.00,Moquegua
24/04/2026,Router WiFi,Redes,20,230.00,Trujillo
05/04/2026,Impresora Multifunción,Impresoras,9,1150.00,Lima
08/07/2026,USB 64GB,Almacenamiento,18,45.00,Juliaca
17/04/2026,Mouse X,Accesorios,2,50.00,Cusco
04/02/2026,Disco SSD 2TB,Almacenamiento,3,724.50,Arequipa
19/07/2026,USB 128GB,Almacenamiento,14,71.25,Juliaca
09/01/2026,Laptop A,Computadoras,13,2500.00,Trujillo
23/06/2026,Disco SSD 1TB,Almacenamiento,16,380.00,Cusco
09/04/2026,Disco SSD 1TB,Almacenamiento,7,380.00,Lima
14/06/2026,USB 128GB,Almacenamiento,19,82.50,Lima
11/01/2026,Disco SSD 2TB,Almacenamiento,10,655.50,Tacna
14/06/2026,Laptop A,Computadoras,2,2625.00,Trujillo
12/05/2026,Impresora Multifunción,Impresoras,15,1092.50,Trujillo
20/02/2026,Teclado K1,Accesorios,4,120.00,Puno
07/01/2026,USB 64GB,Almacenamiento,17,40.50,Tacna
31/03/2026,Teclado K1,Accesorios,13,132.00,Arequipa
11/07/2026,Impresora A,Impresoras,20,858.00,Moquegua
26/01/2026,Mouse X,Accesorios,2,50.00,Lima
03/05/2026,USB 128GB,Almacenamiento,1,71.25,Juliaca
16/02/2026,USB 128GB,Almacenamiento,7,75.00,Juliaca
07/03/2026,Laptop B,Computadoras,6,2880.00,Lima
15/07/2026,Mouse X,Accesorios,13,50.00,Lima
04/02/2026,Cable UTP,Redes,17,23.75,Cusco
28/07/2026,Impresora A,Impresoras,5,858.00,Puno
09/02/2026,Laptop B,Computadoras,5,3520.00,Tacna
11/06/2026,Monitor 24,Computadoras,5,765.00,Juliaca
04/03/2026,Teclado K1,Accesorios,4,132.00,Arequipa
17/06/2026,Cable UTP,Redes,19,25.00,Trujillo
01/08/2026,Switch 8P,Redes,17,294.50,Tacna
27/07/2026,Monitor 24,Computadoras,18,935.00,Trujillo
10/04/2026,USB 64GB,Almacenamiento,7,42.75,Trujillo
25/05/2026,Impresora A,Impresoras,20,702.00,Juliaca
22/06/2026,Audífonos Pro,Accesorios,2,250.00,Arequipa
18/07/2026,Disco SSD 1TB,Almacenamiento,10,361.00,Trujillo
18/03/2026,Monitor 24,Computadoras,18,765.00,Juliaca
14/06/2026,Disco SSD 1TB,Almacenamiento,12,380.00,Cusco
19/02/2026,Teclado K1,Accesorios,8,120.00,Juliaca
09/08/2026,PC Gamer X,Computadoras,19,5200.00,Arequipa
23/01/2026,Monitor 27,Computadoras,10,1312.50,Moquegua
13/04/2026,Monitor 24,Computadoras,6,807.50,Arequipa
29/06/2026,Laptop B,Computadoras,12,3200.00,Puno
02/01/2026,Switch 8P,Redes,8,294.50,Lima
07/06/2026,Teclado K1,Accesorios,19,120.00,Moquegua
01/06/2026,Teclado K1,Accesorios,7,108.00,Cusco
14/05/2026,Mouse Gamer,Accesorios,6,171.00,Arequipa
19/08/2026,Mouse Gamer,Accesorios,9,189.00,Moquegua
21/04/2026,Laptop A,Computadoras,13,2250.00,Moquegua
13/02/2026,Laptop B,Computadoras,5,3360.00,Cusco
22/05/2026,Webcam HD,Accesorios,7,209.00,Moquegua
01/04/2026,Impresora Multifunción,Impresoras,6,1207.50,Moquegua
21/06/2026,Router WiFi,Redes,1,218.50,Trujillo
13/07/2026,Switch 8P,Redes,17,310.00,Juliaca
23/04/2026,Audífonos Pro,Accesorios,6,250.00,Arequipa
02/05/2026,Audífonos Pro,Accesorios,5,250.00,Juliaca
23/05/2026,Impresora A,Impresoras,5,780.00,Trujillo
05/03/2026,Teclado K1,Accesorios,17,108.00,Puno
15/02/2026,Mouse X,Accesorios,1,52.50,Juliaca
28/01/2026,Switch 8P,Redes,2,310.00,Cusco
15/07/2026,Mouse X,Accesorios,9,55.00,Tacna
15/04/2026,Audífonos Pro,Accesorios,18,275.00,Puno
13/08/2026,Mouse Gamer,Accesorios,15,180.00,Cusco
04/06/2026,Impresora Multifunción,Impresoras,10,1092.50,Juliaca
26/06/2026,USB 128GB,Almacenamiento,13,82.50,Tacna
10/01/2026,Mouse Gamer,Accesorios,9,180.00,Trujillo
01/02/2026,Mouse X,Accesorios,17,50.00,Trujillo
21/05/2026,Cable UTP,Redes,16,25.00,Tacna
14/08/2026,Teclado K1,Accesorios,2,114.00,Puno
10/02/2026,PC Gamer X,Computadoras,8,5200.00,Arequipa
19/04/2026,Impresora A,Impresoras,10,780.00,Juliaca
13/02/2026,Switch 8P,Redes,16,341.00,Arequipa
05/02/2026,Laptop A,Computadoras,16,2500.00,Trujillo
18/01/2026,Disco SSD 2TB,Almacenamiento,17,724.50,Trujillo
04/01/2026,Monitor 27,Computadoras,13,1187.50,Arequipa
16/07/2026,Webcam HD,Accesorios,15,190.00,Arequipa
22/07/2026,Disco SSD 1TB,Almacenamiento,14,418.00,Tacna
25/07/2026,Laptop B,Computadoras,12,3040.00,Moquegua
14/07/2026,Cable UTP,Redes,19,22.50,Moquegua
19/01/2026,Audífonos Pro,Accesorios,1,237.50,Cusco
24/06/2026,Impresora Multifunción,Impresoras,2,1150.00,Lima
05/05/2026,Impresora A,Impresoras,9,780.00,Arequipa
26/07/2026,Teclado K1,Accesorios,3,120.00,Juliaca
10/02/2026,Audífonos Pro,Accesorios,14,250.00,Trujillo
17/02/2026,Router WiFi,Redes,10,253.00,Puno
16/06/2026,PC Gamer X,Computadoras,14,5720.00,Cusco
02/01/2026,Impresora A,Impresoras,3,858.00,Moquegua
06/08/2026,Laptop C,Computadoras,19,4510.00,Trujillo
19/07/2026,PC Gamer X,Computadoras,1,5460.00,Lima
01/08/2026,USB 128GB,Almacenamiento,4,82.50,Puno
29/07/2026,Monitor 27,Computadoras,16,1375.00,Puno
10/04/2026,Disco SSD 2TB,Almacenamiento,8,655.50,Moquegua
15/03/2026,Mouse Gamer,Accesorios,8,198.00,Moquegua
01/07/2026,Cable UTP,Redes,20,27.50,Trujillo
01/04/2026,USB 64GB,Almacenamiento,7,45.00,Cusco
12/02/2026,Audífonos Pro,Accesorios,10,250.00,Trujillo
24/07/2026,Router WiFi,Redes,8,218.50,Arequipa
11/06/2026,Impresora A,Impresoras,16,780.00,Arequipa
24/07/2026,Disco SSD 2TB,Almacenamiento,4,621.00,Moquegua
10/01/2026,Cable UTP,Redes,8,22.50,Trujillo
26/06/2026,Mouse Gamer,Accesorios,1,180.00,Lima
30/05/2026,Impresora A,Impresoras,7,819.00,Arequipa
30/04/2026,USB 128GB,Almacenamiento,2,75.00,Trujillo
03/05/2026,USB 128GB,Almacenamiento,15,82.50,Lima
14/02/2026,Laptop B,Computadoras,2,3200.00,Puno
31/03/2026,Switch 8P,Redes,3,341.00,Lima
15/08/2026,Disco SSD 1TB,Almacenamiento,5,399.00,Trujillo
26/06/2026,Router WiFi,Redes,8,253.00,Lima
25/07/2026,Audífonos Pro,Accesorios,17,275.00,Arequipa
07/05/2026,Monitor 27,Computadoras,7,1250.00,Puno
07/04/2026,PC Gamer X,Computadoras,9,5200.00,Cusco
22/01/2026,Audífonos Pro,Accesorios,4,225.00,Cusco
05/07/2026,Laptop C,Computadoras,8,4100.00,Arequipa
15/05/2026,Switch 8P,Redes,10,325.50,Moquegua
23/02/2026,Impresora Multifunción,Impresoras,16,1035.00,Trujillo
05/08/2026,Mouse Gamer,Accesorios,8,180.00,Lima
18/05/2026,Monitor 27,Computadoras,9,1250.00,Arequipa
29/04/2026,Monitor 24,Computadoras,16,807.50,Moquegua
07/04/2026,Cable UTP,Redes,13,23.75,Arequipa
16/07/2026,Disco SSD 2TB,Almacenamiento,3,759.00,Moquegua
10/08/2026,Webcam HD,Accesorios,19,190.00,Moquegua
28/01/2026,Router WiFi,Redes,11,253.00,Tacna
17/08/2026,Laptop B,Computadoras,15,3520.00,Trujillo
16/03/2026,Laptop A,Computadoras,15,2750.00,Moquegua
03/06/2026,Monitor 24,Computadoras,11,765.00,Trujillo
